"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17"
"1616","MEHEULA PKWY + HIKIK","51","0","0","3","54","51","0","0","3","54","53","0","0","0","53"
"1630","KAMEHAMEHA HWY + LEI","21","0","0","4","25","21","0","0","4","25","21","0","0","3","24"
"3412","MEHEULA PKWY + MAHIN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3438","LANIKUHANA AVE + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4439","MEHEULA PKWY + LEHIW","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4560","LEHIWA DR + KAIAWE S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1687","KAMEHAMEHA HWY + OPP","1","0","0","4","6","1","0","0","4","6","1","0","0","3","5"
"3448","KUAHELANI AVE + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2781","WILIKINA DR + OPP LA","16","0","0","0","16","16","0","0","0","16","16","0","0","0","16"
"3413","MEHEULA PKWY + KEAOO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3421","KIPAPA DR + KUAHELAN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3445","KEAOOPUA ST + MAHINA","26","0","0","0","26","26","0","0","0","26","24","0","0","0","24"
"4563","KAPANOE ST + OPP MEH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3407","KAMAIO ST + MEHEULA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3443","LANIKUHANA AVE + MAK","5","0","0","0","5","5","0","0","0","5","0","0","0","0","0"
"4445","MEHEULA PKWY + KUAOA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3416","KUAHELANI AVE + MEHE","16","0","0","4","20","16","0","0","4","20","12","0","0","0","12"
"4246","KIPAPA DR + MILILANI","15","0","0","3","18","15","0","0","3","18","15","0","0","0","15"
"4567","KOOLANI DR + HOOLU S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4589","LANIKUHANA AVE + KAM","58","1","0","0","59","58","1","0","0","59","72","2","0","0","74"
"3397","KUAHELANI AVE + KAHO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1610","MEHEULA PKWY + OPP H","11","0","0","0","11","11","0","0","0","11","13","0","0","0","13"
"4219","KIPAPA DR + MILILANI","6","0","0","12","19","6","0","0","12","19","6","0","0","12","18"
"4440","KUAOA ST + OPP PAALI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1615","MEHEULA PKWY + ANANI","112","0","0","0","112","112","0","0","0","112","114","0","0","0","114"
"1686","KAMEHAMEHA HWY + SAN","11","0","0","38","48","11","0","0","38","48","10","0","0","21","31"
"2777","LEILEHUA GOLF COURSE","0","2","0","1","3","0","2","0","1","3","0","1","0","5","7"
"1614","MEHEULA PKWY + KAMEH","92","2","0","0","94","92","2","0","0","94","91","0","0","0","91"
"1627","KAMEHAMEHA HWY + KUA","22","1","0","0","23","22","1","0","0","23","23","1","0","0","24"
"3436","LANIKUHANA AVE + OPP","7","0","0","0","7","7","0","0","0","7","7","0","0","0","7"
"1613","KAMEHAMEHA HWY + KUA","59","0","0","37","97","59","0","0","37","97","62","0","0","31","93"
"3439","LANIKUHANA AVE + ANA","23","0","0","0","23","23","0","0","0","23","24","0","0","0","24"
"1629","KAMEHAMEHA HWY + WAI","6","0","0","4","10","6","0","0","4","10","6","0","0","4","10"
"1620","UKUWAI ST + MILILANI","41","28","0","0","69","41","28","0","0","69","54","33","0","0","87"
"1619","MAKAIKAI ST + AINAMA","90","8","0","0","99","90","8","0","0","99","90","17","0","0","107"
"1618","MEHEULA PKWY + KUAHE","103","4","0","2","109","103","4","0","2","109","95","0","0","0","96"
"1628","KAMEHAMEHA HWY + KIP","44","0","0","3","47","44","0","0","3","47","43","0","0","0","43"
"1604","AINAMAKUA DR + MEHEU","0","0","0","0","0","0","0","0","0","0","0","4","0","41","45"
"1689","KAMEHAMEHA HWY + OPP","155","0","0","12","168","155","0","0","12","168","165","0","0","12","178"
"1688","KAMEHAMEHA HWY + WAI","121","2","0","5","127","121","2","0","5","127","121","2","0","5","127"
"1607","AINAMAKUA DR + MEHEU","11","1","0","97","108","11","1","0","97","108","9","1","0","146","155"
"4418","MILILANI TRANSIT CEN","9","0","0","6","15","9","0","0","6","15","9","0","0","6","15"
"4419","MILILANI TRANSIT CEN","96","8","0","355","459","96","8","0","355","459","92","2","0","266","360"
"1655","CALIFORNIA AVE + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1696","WILIKINA DR + KAMEHA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1698","WILIKINA DR + LAKE V","14","0","0","0","14","14","0","0","0","14","11","0","0","0","11"
"1701","WAIANAE AVE + JEAL R","13","0","0","0","13","13","0","0","0","13","12","0","0","0","12"
"1702","WAIANAE AVE + MORRIS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2779","WILIKINA DR + OPP LA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2784","CALIFORNIA AVE + KAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2785","CALIFORNIA AVE + KAA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2786","CALIFORNIA AVE + ANO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2788","KILANI AVE + MAHELE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2789","KILANI AVE + KALIPON","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2790","KILANI AVE + OPP MAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2809","KILANI AVE + KILANI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2813","CALIFORNIA AVE + LEI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4355","NANIIHI AVE + WHITMO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1640","CALIFORNIA AVE + HAU","4","0","0","0","4","4","0","0","0","4","4","0","0","0","4"
"1645","CALIFORNIA AVE + ULU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1649","CALIFORNIA AVE + OPP","8","0","0","0","8","8","0","0","0","8","7","0","0","0","7"
"1653","CALIFORNIA AVE + KAR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1664","CALIFORNIA AVE + 244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1676","CALIFORNIA AVE + OPP","119","1","0","0","119","119","1","0","0","119","122","1","0","0","123"
"1697","WILIKINA DR + H-2 FW","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2783","CALIFORNIA AVE + OPP","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"2792","WHITMORE AVE + KAMEH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2793","WHITMORE AVE + OPP K","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2805","WHITMORE AVE + KAMEH","4","0","0","0","4","4","0","0","0","4","4","0","0","0","4"
"2808","KILANI AVE + KALIPON","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1646","CALIFORNIA AVE + 161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1647","CALIFORNIA AVE + MOE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1663","CALIFORNIA AVE + GRA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1680","CALIFORNIA AVE + WAH","26","0","0","0","26","26","0","0","0","26","26","0","0","0","26"
"1683","CALIFORNIA AVE + MAN","19","0","0","9","28","19","0","0","9","28","0","0","0","75","76"
"1699","WILIKINA DR + OPP KU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2186","KAMEHAMEHA HWY + OPP","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1"
"2787","KILANI AVE + ANONI S","2","0","0","0","2","2","0","0","0","2","5","0","0","0","5"
"2794","WHITMORE AVE + OPP I","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2807","KILANI AVE + HOLOKU","4","0","0","0","4","4","0","0","0","4","4","0","0","0","4"
"2810","KILANI AVE + KALIPON","0","0","0","0","0","0","0","0","0","0","20","0","0","0","20"
"2811","ANONI ST + CALIFORNI","2","0","0","0","2","2","0","0","0","2","0","0","0","0","0"
"2812","CALIFORNIA AVE + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2814","CALIFORNIA AVE + KOE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1641","CALIFORNIA AVE + MAK","55","0","0","0","55","55","0","0","0","55","55","0","0","0","55"
"1648","CALIFORNIA AVE + KAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1654","CALIFORNIA AVE + KAR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1662","CALIFORNIA AVE + LEW","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1708","FOOTE AVE + FLAGLER","11","0","0","0","11","11","0","0","0","11","6","0","0","0","6"
"2782","CALIFORNIA AVE + KUK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2791","KILANI AVE + KAMEHAM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2803","WHITMORE AVE + KULIA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2806","KILANI AVE + KAMEHAM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1638","CALIFORNIA AVE + IHO","3","0","0","0","3","3","0","0","0","3","1","0","0","0","1"
"1652","CALIFORNIA AVE + 216","5","0","0","0","5","5","0","0","0","5","16","0","0","0","16"
"1659","CALIFORNIA AVE + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1678","CALIFORNIA AVE + OPP","25","0","0","0","26","25","0","0","0","26","25","0","0","0","26"
"1707","TRIMBLE RD + FOOTE A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2795","WHITMORE AVE + NANII","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1703","WAIANAE AVE + GORGAS","0","1","0","0","1","0","1","0","0","1","10","1","0","0","11"
"4529","KILANI AVE + LEHUA S","29","0","0","0","29","29","0","0","0","29","30","0","0","0","30"
"1650","CALIFORNIA AVE + LEI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1656","CALIFORNIA AVE + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1660","PUNINONI ST + NONOHE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1700","WILIKINA DR + MACOMB","8","0","0","0","8","8","0","0","0","8","9","0","0","0","9"
"1657","CALIFORNIA AVE + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1658","CALIFORNIA AVE + 260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1667","CALIFORNIA AVE + 216","120","0","0","0","120","120","0","0","0","120","111","0","0","0","111"
"2780","WILIKINA DR + KUNIA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4528","KILANI AVE + LEHUA S","141","0","0","0","141","141","0","0","0","141","131","0","0","0","131"
"1642","CALIFORNIA AVE + ILI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2210","KAMEHAMEHA HWY + NUI","9","0","0","0","9","9","0","0","0","9","8","0","0","0","8"
"1639","CALIFORNIA AVE + CIR","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0"
"1705","AYRES AVE + CADET SH","32","0","0","0","32","32","0","0","0","32","33","0","0","0","33"
"2185","KAMEHAMEHA HWY + WHI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1673","CALIFORNIA AVE + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1675","CALIFORNIA AVE + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1704","AYRES AVE + BRAGG ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3675","CALIFORNIA AVE + OPP","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"2211","KAMEHAMEHA HWY + OPP","48","1","0","0","48","48","1","0","0","48","48","1","0","0","49"
"3676","CALIFORNIA AVE + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4527","KILANI AVE + MANGO S","2","0","0","1","3","2","0","0","1","3","2","0","0","3","5"
"1666","CALIFORNIA AVE + KAR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1671","CALIFORNIA AVE + KAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1672","CALIFORNIA AVE + MOA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2778","WILIKINA DR + MACOMB","8","0","0","0","8","8","0","0","0","8","14","0","0","0","14"
"1665","CALIFORNIA AVE + KAR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1670","CALIFORNIA AVE + DOL","120","1","0","0","121","120","1","0","0","121","124","1","0","0","125"
"1706","TRIMBLE RD + CADET S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1668","CALIFORNIA AVE + KIL","189","0","0","0","189","189","0","0","0","189","190","0","0","0","191"
"1644","CALIFORNIA AVE + OPP","11","0","0","0","11","11","0","0","0","11","11","0","0","0","11"
"1637","CALIFORNIA AVE + PLU","24","0","0","0","24","24","0","0","0","24","24","0","0","0","24"
"2802","WHITMORE AVE + LALAW","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1679","CALIFORNIA AVE + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1635","CALIFORNIA AVE + MUL","2","0","0","0","2","2","0","0","0","2","12","0","0","0","12"
"1634","CALIFORNIA AVE + WAL","22","0","0","0","22","22","0","0","0","22","26","0","0","20","46"
"2804","WHITMORE AVE + UAKAN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1643","CALIFORNIA AVE + LEI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1677","CALIFORNIA AVE + OPP","25","0","0","0","25","25","0","0","0","25","27","0","0","0","27"
"1674","CALIFORNIA AVE + UUK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1669","CALIFORNIA AVE + LIH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1632","KAMEHAMEHA HWY + AVO","49","0","0","0","50","49","0","0","0","50","47","0","0","0","47"
"2801","WHITMORE AVE + EHOEH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1633","KAMEHAMEHA HWY + OLI","37","0","0","21","58","37","0","0","21","58","38","0","0","28","67"
"2184","KAMEHAMEHA HWY + KIL","14","0","0","10","24","14","0","0","10","24","9","0","0","12","21"
"1685","KAMEHAMEHA HWY + OHA","42","0","0","49","92","42","0","0","49","92","44","0","0","20","63"
"1682","CALIFORNIA AVE + LEH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1684","KAMEHAMEHA HWY + OLI","256","8","0","21","285","256","8","0","21","285","227","6","0","28","262"
"4526","WAHIAWA TRANSIT CENT","83","2","0","13","97","83","2","0","13","97","75","2","0","20","97"
"4525","WAHIAWA TRANSIT CENT","245","5","0","54","305","245","5","0","54","305","257","6","0","58","321"
"1183","KEALAHOU ST + MOKUHA","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0"
"276","KALANIANAOLE HWY + O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"279","HAWAII KAI DR + AHUK","10","0","0","0","10","10","0","0","0","10","10","0","0","0","10"
"280","HAWAII KAI DR + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"281","MOKUHANO ST + KEKAA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"282","MOKUHANO ST + 1105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"289","KEALAHOU ST + OPP KA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"290","KEALAHOU ST + HOLOKA","3","0","0","0","3","3","0","0","0","3","3","0","0","0","3"
"291","KEALAHOU ST + KUANAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"292","KEALAHOU ST + KIPUKA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"293","KEALAHOU ST + KALANI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3089","W HIND DR + OIO DR","4","0","0","0","4","4","0","0","0","4","5","0","0","0","5"
"3096","HAO ST + WAIHOU ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3098","HAO ST + PILIKAI ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3143","KAUMAKANI ST + KEKUP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3149","LUNALILO HOME RD + E","10","0","0","0","10","10","0","0","0","10","10","0","0","0","10"
"3150","LUNALILO HOME RD + K","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3188","WAILUA ST + LUNALILO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3693","ANAPALAU ST + OPP KE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3761","ALAWEO ST + ALAWEO P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3762","LAUKAHI ST + ALAWEO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3763","LAUKAHI ST + KIHI ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3764","LAUKAHI ST + KUMAKAN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3765","LAUKAHI ST + OPP IHI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3766","LAUKAHI ST + OPP IHI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3769","AINAKOA AVE + HALEKO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3770","HALEKOA DR + 1465","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3771","HALEKOA DR + 1645","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3772","HALEKOA DR + OPP UHI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3773","HALEKOA DR + PALIPAA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3774","HALEKOA DR + OPP ALA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3776","HALEKOA DR + AHAKU P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3782","HALEKOA DR + ALAELOA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3783","HALEKOA DR + OPP AHA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3784","HALEKOA DR + 1962","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3785","HALEKOA DR + OPP PAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3786","HALEKOA DR + OPP LIH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3787","HALEKOA DR + HALEKOA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3788","HALEKOA DR + 1464","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3789","AINAKOA AVE + MALIA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3793","LAUKAHI ST + OPP KAM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3794","LAUKAHI ST + IHILOA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3795","LAUKAHI ST + OPP KUH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3796","LAUKAHI ST + OPP KUM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3797","LAUKAHI ST + LALEA P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3798","ALAWEO ST + LAUKAHI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3819","LAUKAHI ST + LAUKAHI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1180","KEALAHOU ST + OPP KU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1185","MOKUHANO ST + OPP KE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1191","LUNALILO HOME RD + O","13","0","0","0","13","13","0","0","0","13","13","0","0","0","13"
"1199","LUNALILO HOME RD + K","31","0","0","0","31","31","0","0","0","31","39","0","0","0","39"
"1208","LUNALILO HOME RD + K","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1209","LUNALILO HOME RD + K","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1211","LUNALILO HOME RD + K","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1213","LUNALILO HOME RD + O","11","0","0","0","11","11","0","0","0","11","7","0","0","0","7"
"1216","LUNALILO HOME RD + K","3","0","0","0","3","3","0","0","0","3","5","0","0","0","5"
"256","KALANIANAOLE HWY + K","6","0","0","0","6","6","0","0","0","6","6","0","0","0","6"
"270","KALANIANAOLE HWY + O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"272","KALANIANAOLE HWY + 6","2","0","0","0","2","2","0","0","0","2","2","0","0","0","2"
"277","KALANIANAOLE HWY + O","3","0","0","0","3","3","0","0","0","3","4","0","0","0","4"
"284","HONOKAHUA ST + KEPAN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3088","W HIND DR + APO DR","0","0","0","10","10","0","0","0","10","10","0","0","0","10","10"
"3095","NOHU ST + HAO ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3099","HAO ST + HAO PL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3100","HAO ST + OPP AHUWALE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3114","KAWAIHAE ST + 469","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3120","PEPEEKEO ST + OPP AI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3127","HAHAIONE ST + 768","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3128","HAHAIONE ST + 714","54","0","0","0","54","54","0","0","0","54","54","0","0","0","54"
"3129","HAHAIONE ST + 646","26","0","0","0","26","26","0","0","0","26","28","0","0","0","28"
"3131","HAHAIONE ST + 564","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3146","LUNALILO HOME RD + K","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3148","LUNALILO HOME RD + W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3151","LUNALILO HOME RD + O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3216","KAUMAKANI ST + HANAM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3223","LUNALILO HOME RD + 1","45","0","0","0","45","45","0","0","0","45","46","0","0","0","46"
"3228","LUNALILO HOME RD + O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3229","LUNALILO HOME RD + O","10","0","0","0","11","10","0","0","0","11","11","1","0","0","11"
"3775","HALEKOA DR + AHAPII","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3777","HALEKOA DR + AHAAINA","24","0","0","0","24","24","0","0","0","24","24","0","0","0","24"
"3778","HALEKOA DR + 2419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3779","HALEKOA DR + AHAMELE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3781","HALEKOA DR + OPP HAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3792","LAUKAHI ST + ANALII","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1192","LUNALILO HOME RD + K","95","3","0","0","98","95","3","0","0","98","94","4","0","0","98"
"1206","LUNALILO HOME RD + A","42","0","0","0","42","42","0","0","0","42","35","0","0","0","35"
"1214","LUNALILO HOME RD + A","15","0","0","0","15","15","0","0","0","15","15","0","0","0","15"
"269","KALANIANAOLE HWY + O","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"271","KALANIANAOLE HWY + O","33","0","0","0","33","33","0","0","0","33","33","0","0","0","33"
"278","HAWAII KAI DR + KALA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3087","W HIND DR + OIO DR","42","0","0","0","42","42","0","0","0","42","43","0","0","0","43"
"3092","E HIND DR + HIND PL","8","0","0","0","8","8","0","0","0","8","8","0","0","0","8"
"3097","HAO ST + KEAKEALANI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3111","KAWAIHAE ST + KEOKEA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3121","AINAPO ST + PEPEEKEO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3130","HAHAIONE ST + PEPEEK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3147","LUNALILO HOME RD + O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3210","KAWAIHAE ST + 464","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3225","LUNALILO HOME RD + K","0","1","0","0","1","0","1","0","0","1","0","1","0","0","1"
"3768","AINAKOA AVE + MALIA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1178","KEALAHOU ST + KALANI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1187","HAWAII KAI DR + OPP","42","0","0","0","42","42","0","0","0","42","40","0","0","0","40"
"1194","LUNALILO HOME RD + K","2","0","0","0","2","2","0","0","0","2","0","0","0","0","0"
"1217","LUNALILO HOME RD + H","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"196","KALANIANAOLE HWY + K","0","0","0","17","17","0","0","0","17","17","0","0","0","17","17"
"261","KALANIANAOLE HWY + O","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"262","KALANIANAOLE HWY + O","2","0","0","0","2","2","0","0","0","2","2","0","0","0","2"
"266","KALANIANAOLE HWY + P","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"267","KALANIANAOLE HWY + P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3113","KAWAIHAE ST + OPP KA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3116","HAWAII KAI DR + OOKA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3123","AINAPO ST + KAUNA ST","12","0","0","0","12","12","0","0","0","12","15","0","0","0","15"
"3124","AINAPO ST + AINAPO P","22","0","0","0","22","22","0","0","0","22","23","0","0","0","23"
"3137","KEAHOLE ST + HAWAII","44","0","0","0","44","44","0","0","0","44","45","0","0","0","45"
"3226","LUNALILO HOME RD + K","56","1","0","0","56","56","1","0","0","56","56","1","0","0","56"
"1179","KEALAHOU ST + MAKAAO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1184","MOKUHANO ST + KAHULU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"259","KALANIANAOLE HWY + W","0","0","0","4","4","0","0","0","4","4","0","0","0","4","4"
"260","KALANIANAOLE HWY + O","17","5","0","0","22","17","5","0","0","22","17","5","0","0","22"
"275","KALANIANAOLE HWY + S","48","0","0","0","48","48","0","0","0","48","60","0","0","0","60"
"285","HONOKAHUA ST + 1229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3102","HIND IUKA DR + AHOLE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3105","HIND IUKA DR + LAWEL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3133","HAWAII KAI DR + HAPU","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"3134","HAWAII KAI DR + AINA","34","0","0","0","34","34","0","0","0","34","34","0","0","0","34"
